HeaderID,Project_Name,Bay_Segment,Lead_Entity,Completion_Date,TP_Reduction_lbs_yr,TN_Reduction_lbs_yr,TSS_Reduction_lbs_yr,ProjectName,OngoingInitiation,DiscontinuedDate,CompletionDate,ActualProjectCost,FundingSource,ProjectDescriptionText,NonPointProject,PointProject,ProjectLatitude,ProjectLongitude
1065,City of Plant City proposed reuse by reclaimed water irrigation at Walden Lake Golf course,Hillsborough Bay,City of Plant City,2012,205.2,1600.2,NA,City of Plant City proposed reuse by reclaimed water irrigation at Walden Lake Golf course,2009,0,2012,"$3,600,000.00","wastewater revenue, wastewater development funds, SWFWMD grant, FDEP grant",The golf course irrigation system will be converted from surface water and groundwater supply to reclaimed.,1,1,27.988027,-82.155848
1066,Manatee Plant Cooling Pond Seepage Return Project,Middle Tampa Bay,Florida Power & Light,1994,NA,12951.2,NA,Manatee Plant Cooling Pond Seepage Return Project,0,0,1994,$0.00,Capital operating budget,"Cooling Pond seepage flowed into toe ditch and entered Little Manatee River (est 922 MGY). Eight sumps installed by 11/94 to capture seepage and return it to pond. Improvements to system, and system reliability continue to date, with addition of Back up..",1,0,27.662673,-82.215645
1067,Tampa Bay Regional Surface Water Treatment Plant Expansion,Hillsborough Bay,Tampa Bay Water,2008,NA,61293,NA,Tampa Bay Regional Surface Water Treatment Plant Expansion,2008,0,2008,"$133,000,000.00","Capital Bonds by Tampa Bay Water, SWFWMD co-funding","Tampa Bay WaterÃ¢â‚¬â„¢s Surface Water Treatment 
Plant withdraws and treats water from the Alafia 
River and the Tampa Bypass CanalÃ¢â‚¬â„¢s Lower 
Middle Pools (includes the Hillsborough River).",1,1,27.857194,-82.268657
1069,Tampa Bay Water Regional Surface Water Treatment Plant,Hillsborough Bay,Tampa Bay Water,2003,NA,151760,NA,Tampa Bay Water Regional Surface Water Treatment Plant,0,0,2003,$0.00,NULL,NULL,1,1,27.9607937,-82.34500766
1078,Tampa Bay Regional Surface Water Treatment Plant Expansion,Hillsborough Bay,Tampa Bay Water,2008,NA,78456,NA,Tampa Bay Regional Surface Water Treatment Plant Expansion,2008,0,2008,$0.00,NULL,"Tampa Bay WaterÃ¢â‚¬â„¢s Surface Water Treatment 
Plant withdraws and treats water from the Alafia 
River and the Tampa Bypass CanalÃ¢â‚¬â„¢s Lower 
Middle Pools (includes the Hillsborough River).",1,1,27.982428,-82.352551
1080,Facility Improvements,Hillsborough Bay,Eastern Terminals,2008,NA,3e3,NA,Facility Improvements,0,0,2008,$0.00,NULL,NULL,1,1,27.86714745,-82.35780285
1083,Robles Park Water Quality and Natural Systems Improvement,Hillsborough Bay,SWFWMD,2012,NA,NA,NA,Robles Park Water Quality and Natural Systems Improvement,0,0,2012,"$341,935.00",NULL,Shoreline planting and stablilization of pond.,1,1,27.86714745,-82.35780285
1160,Creative Drive Outfall Project,Hillsborough Bay,Polk County,2006,NA,NA,NA,Creative Drive Outfall Project,2005,0,2006,"$218,225",Polk County General Fund,"3,138ft drainage ditch (occupying 2760 acres) in
South Lakeland. Drains to WBID 1583 (Poley Creek).
Project entailed stabilization of ditch with
concrete rip-rap to improve hydraulic function.",1,1,27.96387,-81.968871
1182,Agricultural BMPs,Hillsborough Bay,FDEP/FDACS,2012,NA,NA,NA,Agricultural BMPs,2006,0,2012,NA,NULL,NULL,1,1,27.84879046,-81.90994263
1184,Agricultural BMPs,Hillsborough Bay,FDEP/FDACS,2012,NA,NA,NA,Agricultural BMPs,2008,0,2012,NA,NULL,"Agricultural BMPs are practical, cost-effective 
actions that agricultural producers can take to 
reduce the amount of pesticides, fertilizers, 
animal waste, and other pollutants entering 
our water resources, and to increase water-
use efficiencies",1,1,27.84879046,-81.90994263
1186,New River Bacteria Source Assessment,Hillsborough Bay,Pasco County,2011,NA,NA,NA,New River Bacteria Source Assessment,2010,0,2011,"86,620",NULL,"Bacteria source tracking study results in the New
River subbasin of the Hillsborough River watershed.",1,1,28.18612539,-82.26493835
1204,Rivergarden Park Sediment Traps,Hillsborough Bay,City of Tampa,2007,NA,1.7,NA,Rivergarden Park Sediment Traps,2006,0,2007,NA,NULL,Installation of two hydrodynamic separators at RiverGarden Park (Kathleen/Rome and Aileen/Rome).  Total treated area is approximately 6.8 acres.,1,1,27.973438,-82.4806909
1205,Westshore Ditch Bottom Sumps,Old Tampa Bay,City of Tampa,2004,18.9,140,3092,Westshore Ditch Bottom Sumps,2003,0,2004,58815,NULL,Installation of three 2.96 cu yd capacity ditch bottom sumps.  Woodmere ditch; Sherrill Street; and Dundee Blvd @ bridge.    Total combined treated area is 189 acres.,1,1,27.87083871,-82.53096503
1206,Sediment Trap: 30th and Corrine,Hillsborough Bay,City of Tampa,1998,NA,4.4,NA,Sediment Trap:  30th and Corrine,1998,0,1998,NA,NULL,Installation of a sediment trap at 2826 Corrinne St.  Total 18 treated acres.,1,1,27.9490062,-82.42654093
1207,Sediment Trap: 46th and Riverhills,Hillsborough Bay,City of Tampa,2008,NA,2.2,NA,Sediment Trap:  46th and Riverhills,2008,0,2008,348000,NULL,"Installation of a hydrodynamic separator unit.  
Total treated acres is 9.1 acres.",1,1,28.02199831,-82.41004183
1208,Sediment Trap: Spring Lake,Old Tampa Bay,City of Tampa,2005,NA,4.6,NA,Sediment Trap:  Spring Lake,2005,0,2005,175000,NULL,"Installation of three Stormceptor units.  5015, 
5005, and 4901 Spring Lake Drive.  Total treated 
area is 18.5 acres.",1,1,27.91389095,-82.52669924
1209,Sediment Trap: Epps Park,Hillsborough Bay,City of Tampa,2003,NA,2.5,NA,Sediment Trap:  Epps Park,2003,0,2003,120000,NULL,"Installation of three Stormceptor units at Epps 
Park.  Total treated area is approximately 10 
acres.",1,1,28.00727349,-82.46417885
1210,Sediment Trap: North Street Outfall,Hillsborough Bay,City of Tampa,2003,NA,3.2,NA,Sediment Trap:  North Street Outfall,2003,0,2003,207000,NULL,"Installation of 5 Stormceptor units.  Total treated 
area is approximately 12.8 acres.",1,1,28.00542371,-82.4648599
1211,Sediment Trap: Neptune Way Canal,Old Tampa Bay,City of Tampa,2003,NA,2.7,NA,Sediment Trap:  Neptune Way Canal,2003,0,2003,76000,NULL,"Installation of three Stormceptor units along 
Neptune Way canal.  Total treated area is 
approximately 11 acres.",1,1,27.94135476,-82.52529097
1212,Sediment Trap: Lake Kipling Project #1,Old Tampa Bay,City of Tampa,2005,NA,10.4,NA,Sediment Trap:  Lake Kipling Project #1,2003,0,2005,355000,NULL,"Installation of multiple Stormceptor units 
treating stormwater flow into Lake Kipling 
and/or the Dundee Canal.  7 total units were 
installed along Sunset Boulevard or Dundee 
Street.  Total treated acres for all units is 42 
acres.",1,1,27.92164991,-82.52332531
1213,Sediment Trap: Lake Roberta Downstream Defender unit,Hillsborough Bay,City of Tampa,2005,NA,5.1,NA,Sediment Trap:  Lake Roberta Downstream Defender unit,2005,0,2005,146000,NULL,"Installation of an offline Downstream Defender 
unit on the west side of Lake Roberta.  Unit 
treats flow from first flush events.  Total 
treated acres is 6.94 acres.",1,1,28.00057518,-82.45089214
1214,Sediment Trap: Marjorie Park Marina,Hillsborough Bay,City of Tampa,2005,NA,NA,NA,Sediment Trap:  Marjorie Park Marina,2005,0,2005,NA,NULL,"Installation of a 660 gallon sediment trap treating 
2.5 acres of stormwater flow into the Marjorie 
Park Yacht Basin.",1,1,27.92984072,-82.45563837
1215,Sediment Trap: West Tampa,Hillsborough Bay,City of Tampa,2005,NA,1.5,NA,Sediment Trap:  West Tampa,2005,0,2005,278000,NULL,"Installation of a 8' inside-diameter Contech 
sediment trap at 2505 Habana Avenue.  Treated 
area is approximately 3.5 acres.",1,1,27.97661666,-82.48889106
1216,Sediment Trap: Columbus at Riverside S,Hillsborough Bay,City of Tampa,2007,NA,NA,NA,Sediment Trap:  Columbus at Riverside S,2007,0,2007,119000,NULL,"Installation of a Stormceptor unit on the 
southeast side of the Hillsborough River at 
Columbus Dr.  Total treated area is 2.3 acres.",1,1,27.96536341,-82.47430521
1217,Sediment Trap NSBB: N Park Circle,Hillsborough Bay,City of Tampa,2009,0.5,3.7,82,Sediment Trap NSBB:  N Park Circle,2009,0,2009,NA,NULL,"Installation of a SunTree NSBB at Hannah's Whirl 
(south side of Hillsborough River).  Total treated 
area is approximately 5 acres.",1,1,28.0130837,-82.4414387
1219,Urban Lake Rescue -  Lake Roberta,Hillsborough Bay,City of Tampa,2010,4.2,31.1,687,"Urban Lake Rescue, Lake Roberta",2007,0,2010,1113832,SWIM Cooperative Funding,"This joint effort provide for re-contouring of 
Lake Roberta to improve residence time within 
the lake, planting of a littoral shelf, and 
installation of a SunTree NSBB unit on the 
northeast side of the lake.",1,1,28.00111631,-82.44902588
1220,Urban Lake Rescue -  Lake Kipling,Old Tampa Bay,City of Tampa,2010,NA,NA,0,"Urban Lake Rescue, Lake Kipling",2008,0,2010,"1,129,765","COT CIP, SWFWMD Basin Boards -- Total cost is for 3 lakes",NULL,1,1,27.921627,-82.524016
1221,W Palmetto St Stormwater Improvements,Hillsborough Bay,City of Tampa,2011,0.8,4.3,61,W Palmetto St Stormwater Improvements,2010,0,2011,25000,NULL,The project provides for the construction of a dry detention system.  Excess flows will tie into an existing stormwater system which discharges to the Lower Hillsborough River.,1,1,27.96238125,-82.49834043
1222,47th & Frierson Pond Project,Hillsborough Bay,City of Tampa,2011,1.4,7.4,339,47th & Frierson Pond Project,2010,0,2011,125000,City of Tampa Stormwater,This project provides for the construction of a dry retention pond and collection system along Frierson Avenue between Shadowlawn Avenue and 47th Street.,1,1,27.99428653,-82.40599231
1223,North Tampa Closed Basins - Phase I,Hillsborough Bay,City of Tampa,2012,3,10,324,North Tampa Closed Basins - Phase I,2010,0,2012,1100000,City of Tampa Stormwater,"This project consists of a westward expansion of the existing 24"" stormwater system in 113th Ave to City-owned property and construction of a retention pond.  The pond will be pump-controlled.",1,1,28.04722491,-82.44657091
1225,Alafia River Cooridor - North Prong,Hillsborough Bay,Hillsborough County,2006,NA,NA,NA,Alafia River Cooridor - North Prong,0,0,2006,"8,264,400",ELAPP,NULL,1,1,27.8892,-82.0919
1227,East Lake Outfall Water Quality Improvement Retrofit,Hillsborough Bay,SWFWMD,2000,NA,NA,NA,East Lake Outfall Water Quality Improvement Retrofit,0,0,2000,1260921,"Ad valorum, WMLTF, State Trust Funds (SWIM)","The East Lake Outfall Water Quality 
Improvement Project, a cooperative SWIM 
water quality improvement project with 
Hillsborough County, was completed in 
October 2000 and became operational shortly 
thereafter. The project was designed to treat 
",1,1,27.98789,-82.373728
1228,CSXT Rockport Terminal Non-Contact Storm Water Mgmt,Hillsborough Bay,CSX Transportation,2011,NA,NA,NA,CSXT Rockport Terminal Non-Contact Storm Water Mgmt,2011,0,2011,NA,NULL,"Storm water separation from Eastern 
Terminals onto CSXT property.  Constructed a 
series of grass swales (dry detention) prior to 
discharge to Hillsborough Bay",1,1,27.915475,-82.420308
1235,Plant repowering,Old Tampa Bay,Progress Energy Inc.,2009,NA,15900,0,Plant repowering,0,0,2009,NA,NULL,"Progress Energy's Bartow facility switched 
fomr coal to natural gas-fired, resulting in 
significant NOx reductions, translating into 
atmospheric TN deposition reductions to all 
Bay segments.",1,1,27.8616,-82.6008
1251,Jean Park STA,Hillsborough Bay,Hillsborough County,2002,8.8,30.1,1606,Jean Park STA,0,0,2002,NA,NULL,"Hillsborough County created an urban 
stormwater treatment area treating runoff 
from Fletcher Ave. STA includes a series of 
three small detention ponds (totalling 0.64316 
acres) including littoral vegetation. 
Additionally, control structure on se",1,1,28.067864,-82.472364
1256,Perico Preserve,Lower Tampa Bay,Manatee County,2007,NA,NA,NA,Perico Preserve,0,0,2007,"4,132,590",NULL,Land acquisition and preservation - 176 acres.,1,1,27.50125472,-82.67930833
1258,29th S/N Nutrient Seperating Baffle Box,Middle Tampa Bay,City of St. Petersburg,2010,13.4,105.8,4019,29th S/N Nutrient Seperating Baffle Box,0,0,2010,NA,NULL,NULL,1,1,27.782974,-82.671154
1268,Allen's Creek Erosion Control,Old Tampa Bay,Pinellas County,2010,NA,NA,NA,Allen's Creek Erosion Control,2010,0,2010,"690,000","Penny for Pinellas, SWFWMD grant","Design and construction of channel erosion 
improvements to Allen's Creek from Magnolia Drive 
to Beverly Circle. Joint project with the City of 
Clearwater.",1,1,27.95379,-82.75844
1273,Alligator Creek Channel B Phase III,Old Tampa Bay,Pinellas County,2010,NA,NA,NA,Alligator Creek Channel B Phase III,0,0,2010,3824600,"Penny for Pinellas, SWFWMD grant","Third phase of construction of channel 
improvements along Alligator Creek Channel B, 
between Evans Drive and El Trinidad Drive.",1,1,27.986,-82.7241
1274,Alligator Creek Channel B Phase II,Old Tampa Bay,Pinellas County,2008,NA,NA,NA,Alligator Creek Channel B Phase II,0,0,2008,500000,Penny for Pinellas,"Second phase of construction of channel 
improvements required to correct erosion problems 
in accordance with the preliminary engineering 
report. Limits include 800 feet N of SR 590, and 
from US 19 East to Evans Drive.",1,1,27.986,-82.7274
1279,City-Wide Reclaimed Water Service,Old Tampa Bay,City of Clearwater,2011,NA,NA,NA,City-Wide Reclaimed Water Service,0,0,2011,NA,NULL,"Using reclaimed water removes nitrogen from 
the plant's discharge.",1,1,27.964688,-82.744732
1282,Acceptance of City of Plant City Reclaimed Water at CF Industries-Plant City Facility,Hillsborough Bay,Mosaic,2008,NA,15257.6,NA,Acceptance of City of Plant City Reclaimed Water at CF Industries-Plant City Facility,2008,0,2008,NA,NULL,"Acceptance of reclaimed water from the CoPC WWTP into CF 
fertilizer processing operation.",1,1,28.163949,-82.147351
1283,Bartow Operations Effluent Treatment Wetland System,Hillsborough Bay,Mosaic,2011,86.9,880,63071,Bartow Operations Effluent Treatment Wetland System,0,0,2011,NA,NULL,NULL,1,1,27.768537,-81.943245
1293,City of Tampa Interactive Watershed Atlas,Hillsborough Bay,City of Tampa,2007,NA,NA,NA,City of Tampa Interactive Watershed Atlas,0,0,2007,NA,NULL,NULL,1,1,27.977424,-82.451019
1295,North Boulevard Siphon Rehabilitation Project,Hillsborough Bay,City of Tampa,2009,NA,NA,NA,North Boulevard Siphon Rehabilitation Project,2008,0,2009,"$295,250",NULL,NULL,1,1,27.950208,-82.4684
1296,12th Street Forcemain Replacement,Hillsborough Bay,City of Tampa,2009,NA,NA,NA,12th Street Forcemain Replacement,2008,0,2009,"$13,000,000",NULL,NULL,1,1,28.018916,-82.447264
1298,W.E. Dunn BNR Optimization,Old Tampa Bay,Pinellas County,2009,NA,NA,NA,W.E. Dunn BNR Optimization,2009,0,2009,NA,NULL,"Beginning in 2009, the Dunn Facility has been 
focused on BNR (biological nutrient removal) 
optimization, even though not required by 
Permit. These efforts for targeted TN & TP AWT 
performance limits have been charted 
(attachment). Our experience",1,1,28.109681,-82.766705
1304,Annual Street Sweeping Maintenance BMP,Old Tampa Bay,City of Tampa,2012,NA,NA,NA,Annual Street Sweeping Maintenance BMP,2000,0,2012,NA,City of Tampa Stormwater Utility Fee,"The City of Tampa operates a fleet of mechanical and vacuum street sweepers.  On average, approximately 6500 tons of material is collected annually.  Using the FSA BMP load reduction tool, the City has calculated a removal of 2.95 tons of TN and 1.9 tons",1,1,27.977424,-82.507324
1305,Street Sweeping - Middle Tampa Bay,Middle Tampa Bay,City of St. Petersburg,2007,NA,500,NA,Street Sweeping - Middle Tampa Bay,1996,0,2007,NA,NULL,Street sweeping throughout city,1,1,27.768925,-82.642078
1309,Street Sweeping - Old Tampa Bay,Old Tampa Bay,City of St. Petersburg,2012,NA,136,NA,Street Sweeping - Old Tampa Bay,1996,0,2012,NA,NA,NULL,1,1,27.874894,-82.643108
1311,Pinellas County Fertilizer Ordinance,Old Tampa Bay,Pinellas County,2010,NA,NA,NA,Pinellas County Fertilizer Ordinance,0,0,2010,NA,NULL,NULL,1,1,27.880356,-82.729797
1312,Manatee County Fertilizer Ordinance,Lower Tampa Bay,Manatee County,2011,NA,NA,NA,Manatee County Fertilizer Ordinance,0,0,2011,NA,NULL,NULL,1,1,27.542371,-82.367249
1313,Street Sweeping - Hillsborough County Total,Old Tampa Bay,Hillsborough County,2012,NA,1958,NA,Street Sweeping - Hillsborough County Total,2011,0,2012,NA,NULL,"Continuous countywide street sweeping program. All County roads swept once annually. Arterials and
collectors swept five times annually. Schedule subject to change.",1,1,28.047743,-82.580109
1314,Street Sweeping - City of Plant City,Hillsborough Bay,City of Plant City,2012,NA,434.6,NA,Street Sweeping - City of Plant City,2007,0,2012,NA,NULL,"Key:
1. Street Sweepings Weight data was acquired from the City of Plant City Stormwater Division Monthly Maintenance Reports for the reporting periods indicated. These figures are also reported in each of the NPDES MS4 Annual Reports filed with the FDEP",1,1,28.01956,-82.115936
1317,Street Sweeping in Alafia River Basin,Hillsborough Bay,FDOT,2013,NA,NA,NA,Street Sweeping in Alafia River Basin,0,0,2013,NA,"State Gas Tax
The costs above are annual operating costs and not cumulative.  Loads removed are pre","Routine Street Sweeping of I-75 (15.5 total 
miles/year), US 301 (26.5 total miles/year) 
and US 41 (32.56 total miles/year) curbed 
sections within the Basin.  US 41 is 24 
cycles/yr while the other highways are at 12 
cycles/year under contracts as",1,1,27.857726,-82.346542
1326,SWIM Phase 3 Ecosystem Restoration,Middle Tampa Bay,MacDill Air Force Base,2013,192.9,965.9,123070,SWIM Phase 3 Ecosystem Restoration,0,0,2013,"1,900,000","SWFWMD SWIM - $1.2M
DoD/MacDill - $300K
NOAA - $250K
NFWF - $200K",NULL,1,1,27.833169,-82.483371
1327,Itchepackesassa Creek Wetland Treatment Project,Hillsborough Bay,Polk County,2013,6528,3760,69850,Itchepackesassa Creek Wetland Treatment Project,2009,0,2013,"$4,783,619.00","Polk County BoCC
SWFWMD - SWIM","Construction of a 70+ acre wetland facility to  treat water from 
Itchpackesassa Creek to improve water quality downstream.",1,1,28.107196,-82.094937
1366,SHARP,Hillsborough Bay,Hillsborough County,2016,2355.5,17096.4,NA,SHARP,0,0,2016,NA,NULL,NULL,1,1,27.80833333,-82.39083333
1370,Street Sweeping,Old Tampa Bay,City of Safety Harbor,2015,NA,NA,NA,Street Sweeping,2015,0,2015,"45,000",NULL,Annual Street Sweeping reported in NPDES report.,1,1,0,0
1371,Street Sweeping,Old Tampa Bay,City of Safety Harbor,2016,NA,NA,NA,Street Sweeping,2016,0,2016,"45,000",NULL,Street Sweeping reported in NPDES report.,1,1,0,0
1372,Street Sweeping,Old Tampa Bay,Pinellas County,2012,NA,NA,NA,Street Sweeping,0,0,2012,NA,NULL,NULL,1,1,0,0
1374,Street Sweeping,Middle Tampa Bay,Pinellas County,2012,NA,NA,NA,Street Sweeping,0,0,2012,NA,NULL,NULL,1,1,0,0
1376,Stormwater Catch Basin Cleanouts,Old Tampa Bay,Pinellas County,2012,NA,NA,NA,Stormwater Catch Basin Cleanouts,0,0,2012,NA,NULL,NULL,1,1,0,0
1377,Stormwater Catch Basin Cleanouts,Middle Tampa Bay,Pinellas County,2012,NA,NA,NA,Stormwater Catch Basin Cleanouts,0,0,2012,NA,NULL,NULL,1,1,0,0
1379,Street Sweeping Improved,Old Tampa Bay,Pinellas County,2017,NA,NA,NA,Street Sweeping Improved,0,0,2017,NA,NULL,NULL,1,1,0,0
1380,Street Sweeping Improved,Middle Tampa Bay,Pinellas County,2017,NA,NA,NA,Street Sweeping Improved,0,0,2017,NA,NULL,NULL,1,1,0,0
